FY	ORG_NO	ORG_NAME	ORG_SN	ORG_ENAME	ORG_ESN	ORG_SID	ORG_LV	ORG_TYPE	ORG_KIND	PROPERTY	BUS_TYPE	PRINT_SEQ	PRINT_SEQH	HORG_NO	DEL_FLAG	ORG_SUMNO	ORG_PROPERTY	ORG_GETNO	ORG_METNO
104	440501625	臺北市士林區葫蘆國民小學	臺北市士林區葫蘆國民小學				3	4	1	 	 	0	0		 	440501		44	03
104	440501626	臺北市士林區福林國民小學	臺北市士林區福林國民小學				3	4	1	 	 	0	0		 	440501		44	03
104	440501627	臺北市士林區劍潭國民小學	臺北市士林區劍潭國民小學				3	4	1	 	 	0	0		 	440501		44	03
104	440501628	臺北市士林區雙溪國民小學	臺北市士林區雙溪國民小學				3	4	1	 	 	0	0		 	440501		44	03
104	440501629	臺北市士林區蘭雅國民小學	臺北市士林區蘭雅國民小學				3	4	1	 	 	0	0		 	440501		44	03
104	440501641	臺北市北投區大屯國民小學	臺北市北投區大屯國民小學				3	4	1	 	 	0	0		 	440501		44	03
104	440501642	臺北市北投區文化國民小學	臺北市北投區文化國民小學				3	4	1	 	 	0	0		 	440501		44	03
104	440501643	臺北市北投區文林國民小學	臺北市北投區文林國民小學				3	4	1	 	 	0	0		 	440501		44	03
104	440501644	臺北市北投區北投國民小學	臺北市北投區北投國民小學				3	4	1	 	 	0	0		 	440501		44	03
104	440501645	臺北市北投區石牌國民小學	臺北市北投區石牌國民小學				3	4	1	 	 	0	0		 	440501		44	03
104	440501646	臺北市北投區立農國民小學	臺北市北投區立農國民小學				3	4	1	 	 	0	0		 	440501		44	03
104	440501647	臺北市北投區明德國民小學	臺北市北投區明德國民小學				3	4	1	 	 	0	0		 	440501		44	03
104	440501648	臺北市北投區泉源國民小學	臺北市北投區泉源國民小學				3	4	1	 	 	0	0		 	440501		44	03
104	440501649	臺北市北投區洲美國民小學	臺北市北投區洲美國民小學				3	4	1	 	 	0	0		 	440501		44	03
104	440501650	臺北市北投區桃源國民小學	臺北市北投區桃源國民小學				3	4	1	 	 	0	0		 	440501		44	03
104	440501651	臺北市北投區清江國民小學	臺北市北投區清江國民小學				3	4	1	 	 	0	0		 	440501		44	03
104	440501652	臺北市北投區湖山國民小學	臺北市北投區湖山國民小學				3	4	1	 	 	0	0		 	440501		44	03
104	440501653	臺北市北投區湖田國民小學	臺北市北投區湖田國民小學				3	4	1	 	 	0	0		 	440501		44	03
104	440501654	臺北市北投區逸仙國民小學	臺北市北投區逸仙國民小學				3	4	1	 	 	0	0		 	440501		44	03
104	440501655	臺北市北投區義方國民小學	臺北市北投區義方國民小學				3	4	1	 	 	0	0		 	440501		44	03
104	440501656	臺北市北投區關渡國民小學	臺北市北投區關渡國民小學				3	4	1	 	 	0	0		 	440501		44	03
104	440501701	臺北市立南海實驗幼兒園	臺北市立南海實驗幼兒園				3	4	1	 	 	0	0		 	440501		44	03
104	440501702	臺北市立育航幼兒園	臺北市立育航幼兒園				3	4	1	 	 	0	0		 	440501		44	03
104	440501703	臺北市立中正幼兒園	臺北市立中正幼兒園				3	4	1			0	0		0	440501		44	03
104	440501704	臺北市立大同幼兒園	臺北市立大同幼兒園				3	4	1			0	0		0	440501		44	03
104	440501705	臺北市立萬華幼兒園	臺北市立萬華幼兒園				3	4	1			0	0		0	440501		44	03
104	440501706	臺北市立中山幼兒園	臺北市立中山幼兒園				3	4	1			0	0		0	440501		44	03
104	440501707	臺北市立松山幼兒園	臺北市立松山幼兒園				3	4	1			0	0		0	440501		44	03
104	440501708	臺北市立大安幼兒園	臺北市立大安幼兒園				3	4	1			0	0		0	440501		44	03
104	440501709	臺北市立北投幼兒園	臺北市立北投幼兒園				3	4	1			0	0		0	440501		44	03
104	440501710	臺北市立士林幼兒園	臺北市立士林幼兒園				3	4	1			0	0		0	440501		44	03
104	440501711	臺北市立內湖幼兒園	臺北市立內湖幼兒園				3	4	1			0	0		0	440501		44	03
104	440501712	臺北市立信義幼兒園	臺北市立信義幼兒園				3	4	1			0	0		0	440501		44	03
104	440501713	臺北市立文山幼兒園	臺北市立文山幼兒園				3	4	1			0	0		0	440501		44	03
104	440501714	臺北市立南港幼兒園	臺北市立南港幼兒園				3	4	1			0	0		0	440501		44	03
104	440501801	臺北市立啟明學校	臺北市立啟明學校				3	4	1	 	 	0	0		0	440501		44	03
104	440501802	臺北市立啟聰學校	臺北市立啟聰學校				3	4	1	 	 	0	0		0	440501		44	03
104	440501803	臺北市立啟智學校	臺北市立啟智學校				3	4	1	 	 	0	0		0	440501		44	03
104	440501804	臺北市立文山特殊教育學校	臺北市立文山特殊教育學校				3	4	1	 	 	0	0		0	440501		44	03
104	440501906	臺北市教師研習中心	臺北市教師研習中心				3	4	1	 	 	0	0		0	440501		44	03
104	320503	臺北市立大學校務發展基金	臺北市立大學校務發展基金			320503	2	3	1	1				320503	0	32		32	03
