bgtyy	srcid	srcna	srcbr	sysdat	usno
101	005601000	第二預備金	第二預備金		
101	007100000	建築及設備	建築及設備		
101	007101000	土地購置	土地購置		
101	007102000	營建工程	營建工程		
101	007103000	交通及運輸設備	交通及運輸設備		
101	007104000	其他設備	其他設備		
101	007200000	交通改善工程	交通改善工程		
101	007201000	交通改善工程	交通改善工程		
101	007500000	道路橋樑工程	道路橋樑工程		
101	007501000	道路及橋樑工程	道路及橋樑工程		
101	007600000	環境衛生及河川工程	環境衛生及河川工程		
101	007601000	衛生下水道工程	衛生下水道工程		
101	007602000	河川工程	河川工程		
101	007603000	垃圾處理工程	垃圾處理工程		
101	007604000	水土保持工程	水土保持工程		
101	007605000	雨水下水道工程	雨水下水道工程		
101	007700000	公園綠化及風景區工程	公園綠化及風景區工程		
101	007701000	公園及綠化工程	公園及綠化工程		
101	007703000	風景區設施工程	風景區設施工程		
101	007704000	山坡地遊憩設施工程	山坡地遊憩設施工程		
101	007800000	路燈工程	路燈工程		
101	007801000	路燈整建及新設工程	路燈整建及新設工程		
101	007900000	臺北水源特定區設施	臺北水源特定區設施		
101	007901000	臺北水源特定區設施	臺北水源特定區設施		
101	008000000	捷運系統工程	捷運系統工程		
101	008001000	捷運系統工程	捷運系統工程		
101	008200000	用地補償	用地補償		
101	008201000	公共用地補償	公共用地補償		
101	008300000	接受補助建設支出	接受補助建設支出		
101	008301000	接受中央政府補助建設支出	接受中央政府補助建設支出		
101	008302000	接受中央各部會補助建設支出	接受中央各部會補助建設支出		
101	008400000	纜車系統	纜車系統	0970802	BGT
101	008401000	貓空纜車系統	貓空纜車系統	0970802	BGT
101	009000000	營業基金	營業基金		
101	009001000	動產質借處資本	動產質借處資本		
101	009002000	公共汽車管理處資本	公共汽車管理處資本		
101	009003000	臺北大眾捷運股份有限公司資本	臺北大眾捷運股份有限公司資本		
101	009004000	臺北自來水事業處資本	臺北自來水事業處資本		
101	009005000	臺北都會區大眾捷運系統土地開發基金資本	臺北都會區大眾捷運系統土地開發		
101	009100000	作業基金	作業基金		
101	009101000	公教人員購置住宅貸款基金	公教人員購置住宅貸款基金		
101	009102000	市有財產開發基金	市有財產開發基金		
101	009103000	共同管道基金	共同管道基金		
101	009104000	醫療基金	醫療基金		
101	009105000	實施平均地權基金	實施平均地權基金		
101	009106000	住宅基金	住宅基金	0990628	BGT
101	009107000	收費停車場基金	收費停車場基金		
101	009108000	都市更新基金	都市更新基金		
101	009109000	市場發展基金	市場發展基金		
101	009110000	臺北市臺北藝術中心基金	臺北市臺北藝術中心基金		
101	009111000	臺北市文化設施發展基金	臺北市文化設施發展基金	0970717	BGT
101	009112000	臺北市社會福利發展基金	臺北市社會福利發展基金	0970717	BGT
101	009113000	校務發展基金	校務發展基金	0970717	BGT
101	009200000	投資支出	投資支出		
101	009201000	臺灣電力公司股金	臺灣電力公司股金		
101	009202000	臺北畜產運銷公司股金	臺北畜產運銷公司股金		
101	009203000	臺北漁產運銷公司股金	臺北漁產運銷公司股金		
101	009204000	臺灣肥料公司股金	臺灣肥料公司股金		
101	009205000	臺北農產公司股金	臺北農產公司股金		
101	009206000	臺大創新育成公司股金	臺大創新育成公司股金		
101	009207000	桃園大眾捷運股份有限公司股金	桃園大眾捷運股份有限公司股金	0990402	BGT
101	10	一般政務支出			
101	11	政權行使支出			
101	12	行政支出			
101	13	民政支出			
101	14	財務支出			
101	20	教育科學文化支出			
101	21	教育支出			
101	22	文化支出			
101	30	經濟發展支出			
101	31	農業支出			
101	32	工業支出			
101	33	交通支出			
101	34	其他經濟服務支出			
101	40	社會福利支出			
101	41	社會保險支出			
101	42	社會救助支出			
101	43	福利服務支出			
101	44	國民就業支出			
101	45	醫療保健支出			
101	50	社區發展及環境保護支出			
101	51	社區發展支出			
101	52	環境保護支出			
101	60	退休撫卹支出	退休撫卹支出	0970802	BGT
101	61	退休撫卹支出	退休撫卹支出	0991220	BGT
101	70	警政支出			
101	71	警政支出			
101	80	債務支出			
101	81	債務付息支出			
101	82	還本付息事務支出			
101	90	其他支出			
101	91	其他支出			
101	92	第二預備金			
102	000100000	一般行政	一般行政		
102	000101000	行政管理	行政管理		
102	002300000	地籍管理	地籍管理		
102	002301000	土地登記測量管理	土地登記測量管理		
102	002302000	地籍登記測量及管理	地籍登記測量及管理		
102	002303000	地籍測量	地籍測量		
102	002500000	衛生業務	衛生業務		
102	002501000	公共衛生	公共衛生		
102	002600000	訓練業務	訓練業務		
102	002601000	在職訓練	在職訓練		
102	002602000	在職研習	在職研習		
102	002700000	兒童托養業務	兒童托養業務		
102	002701000	兒童調查及管理	兒童調查及管理		
102	002800000	區政業務	區政業務		
102	002801000	區政管理	區政管理		
102	003200000	戶政業務	戶政業務		
102	003201000	戶籍業務	戶籍業務		
102	003202000	戶籍登記及管理	戶籍登記及管理		
102	003300000	垃圾焚化業務	垃圾焚化業務		
102	003301000	焚化規劃及操作	焚化規劃及操作		
102	003400000	公共關係業務	公共關係業務		
102	003401000	公共關係	公共關係		
102	003500000	院民教養	院民教養		
102	003501000	院民社會工作	院民社會工作		
102	003504000	敬老所管理	敬老所管理		
102	003600000	保健醫療業務	保健醫療業務		
102	003601000	保健醫療	保健醫療		
102	003700000	債務付息	債務付息		
102	003701000	債務付息	債務付息		
102	003800000	債務管理	債務管理		
102	003801000	債務管理	債務管理		
102	003900000	接受補助業務支出	接受補助業務支出		
102	003901000	接受中央政府補助業務支出	接受中央政府補助業務支出		
102	003902000	接受中央各部會補助業務支出	接受中央各部會補助業務支出		
102	004100000	第一預備金	第一預備金		
102	004101000	第一預備金	第一預備金		
102	004200000	公務人員退休及撫卹給付	公務人員退休及撫卹給付		
102	004201000	公務人員退休及撫卹給付	公務人員退休及撫卹給付		
102	004300000	公務人員福利互助補助	公務人員福利互助補助		
102	004301000	公務人員福利互助補助	公務人員福利互助補助		
102	004400000	公務人員(工)待遇準備	公務人員(工)待遇準備		
102	004401000	公務人員(工)待遇準備	公務人員(工)待遇準備		
102	004900000	國家賠償金	國家賠償金		
102	004901000	國家賠償金	國家賠償金		
102	005000000	災害準備金	災害準備金		
102	005001000	災害準備金	災害準備金		
102	005600000	第二預備金	第二預備金		
102	005601000	第二預備金	第二預備金		
102	007100000	建築及設備	建築及設備		
102	007101000	土地購置	土地購置		
102	007102000	營建工程	營建工程		
102	007103000	交通及運輸設備	交通及運輸設備		
102	007104000	其他設備	其他設備		
102	007200000	交通改善工程	交通改善工程		
102	007201000	交通改善工程	交通改善工程		
102	007500000	道路橋樑工程	道路橋樑工程		
102	007501000	道路及橋樑工程	道路及橋樑工程		
102	007600000	環境衛生及河川工程	環境衛生及河川工程		
102	007601000	衛生下水道工程	衛生下水道工程		
102	007602000	河川工程	河川工程		
102	007603000	垃圾處理工程	垃圾處理工程		
102	007604000	水土保持工程	水土保持工程		
102	007605000	雨水下水道工程	雨水下水道工程		
102	007700000	公園綠化及風景區工程	公園綠化及風景區工程		
102	007701000	公園及綠化工程	公園及綠化工程		
102	007703000	風景區設施工程	風景區設施工程		
102	007704000	山坡地遊憩設施工程	山坡地遊憩設施工程		
102	007800000	路燈工程	路燈工程		
102	007801000	路燈整建及新設工程	路燈整建及新設工程		
102	007900000	臺北水源特定區設施	臺北水源特定區設施		
102	007901000	臺北水源特定區設施	臺北水源特定區設施		
102	008000000	捷運系統工程	捷運系統工程		
102	008001000	捷運系統工程	捷運系統工程		
102	008200000	用地補償	用地補償		
102	008201000	公共用地補償	公共用地補償		
102	008300000	接受補助建設支出	接受補助建設支出		
102	008301000	接受中央政府補助建設支出	接受中央政府補助建設支出		
102	008302000	接受中央各部會補助建設支出	接受中央各部會補助建設支出		
102	008400000	纜車系統	纜車系統	0970802	BGT
102	008401000	貓空纜車系統	貓空纜車系統	0970802	BGT
102	009000000	營業基金	營業基金		
102	009001000	動產質借處資本	動產質借處資本		
102	009002000	公共汽車管理處資本	公共汽車管理處資本		
102	009003000	臺北大眾捷運股份有限公司資本	臺北大眾捷運股份有限公司資本		
102	009004000	臺北自來水事業處資本	臺北自來水事業處資本		
102	009005000	臺北都會區大眾捷運系統土地開發基金資本	臺北都會區大眾捷運系統土地開發		
102	009100000	作業基金	作業基金		
102	009101000	公教人員購置住宅貸款基金	公教人員購置住宅貸款基金		
102	009102000	市有財產開發基金	市有財產開發基金		
102	009103000	共同管道基金	共同管道基金		
102	009104000	醫療基金	醫療基金		
102	009105000	實施平均地權基金	實施平均地權基金		
102	009106000	住宅基金	住宅基金	0990628	BGT
102	009107000	收費停車場基金	收費停車場基金		
102	009108000	都市更新基金	都市更新基金		
102	009109000	市場發展基金	市場發展基金		
102	009110000	臺北市臺北藝術中心基金	臺北市臺北藝術中心基金		
102	009111000	臺北市文化設施發展基金	臺北市文化設施發展基金	0970717	BGT
102	009112000	臺北市社會福利發展基金	臺北市社會福利發展基金	0970717	BGT
102	009113000	校務發展基金	校務發展基金	0970717	BGT
102	009200000	投資支出	投資支出		
102	009201000	臺灣電力公司股金	臺灣電力公司股金		
102	009202000	臺北畜產運銷公司股金	臺北畜產運銷公司股金		
102	009203000	臺北漁產運銷公司股金	臺北漁產運銷公司股金		
102	009204000	臺灣肥料公司股金	臺灣肥料公司股金		
102	009205000	臺北農產公司股金	臺北農產公司股金		
102	009206000	臺大創新育成公司股金	臺大創新育成公司股金		
102	009207000	桃園大眾捷運股份有限公司股金	桃園大眾捷運股份有限公司股金	0990402	BGT
102	009208000	臺北花卉產銷股份有限公司股金	臺北花卉產銷股份有限公司股金	1010425	BGT
102	10	一般政務支出			
102	11	政權行使支出			
102	12	行政支出			
102	13	民政支出			
102	14	財務支出			
102	20	教育科學文化支出			
102	21	教育支出			
102	22	文化支出			
102	30	經濟發展支出			
102	31	農業支出			
102	32	工業支出			
102	33	交通支出			
102	34	其他經濟服務支出			
102	40	社會福利支出			
102	41	社會保險支出			
102	42	社會救助支出			
102	43	福利服務支出			
102	44	國民就業支出			
102	45	醫療保健支出			
102	50	社區發展及環境保護支出			
102	51	社區發展支出			
102	52	環境保護支出			
102	60	退休撫卹支出	退休撫卹支出	0970802	BGT
102	61	退休撫卹支出	退休撫卹支出	0991220	BGT
102	70	警政支出			
102	71	警政支出			
102	80	債務支出			
102	81	債務付息支出			
102	82	還本付息事務支出			
102	90	其他支出			
102	91	其他支出			
102	92	第二預備金			
