pageno	times	org1	pdept	bgtyy	org	item	srcid	workid	obj	seq	sexual	sextitle	sexamt	sexlamt	stdcd	una1	cqty1	una2	cqty2	una3	cqty3	una4	cqty4	pqty	prc	preamt	amt	lawamt	lamt	amt1	amt2	note	udept	ocd1	ocd2	mcd	acd	kort	eno	pmnote	bystd	statcd	bybase	newitem	sno	hticode	pticode	mticode	scode	sysdat	usno
3-15-39	0	03126		102	03126	2	137104000		0306	003			0	0		年	1		0		0		0	1.00	62000	62000	62000	62000	59000	0	0	套裝軟體。									0	357	310	0	0004				0010	1010508	BGT
4-1-119	0	04101		102	04101	2	140208020		0306	003			0	0		年	1		0		0		0	1.00	80000	100000	80000	80000	100000	0	0	套裝軟體。									0	357	310	0	0025				0010	1011220	BGT
4-2-95	0	04102		102	04102	2	140205002		0306	002			0	0		年	1		0		0		0	1.00	950000	1000000	950000	950000	0	0	0	購置套裝軟體。									0	357	310	0	0039				0010	1011221	BGT
4-2-95	0	04102		102	04102	2	140205002		0306	003			0	0		套	1		0		0		0	1.00	900000	900000	900000	900000	0	0	0	稅務平台資料庫遮罩軟體。								為因個人資料保護法實施，稅務主機資料攸關民眾隱私，對於資料庫機敏欄位進行模糊化，以保資料安全。資訊處核予減列39,000元。	0	357	310	0	0040	0	0	0	0010	1010828	BGT
5-2-113	0	05112		102	05112	2	227104002		0306	003			0	0		年	1		0		0		0	1.00	240000	240000	240000	240000	0	0	0	套裝軟體。									0	357	310	0	0004				0010	1010827	BGT
5-3-133	0	05113		102	05113	2	227104000		0306	003			0	0		年	1		0		0		0	1.00	90000	90000	90000	90000	70000	0	0	購置合法使用原版套裝軟體（資訊室）。									0	357	310	0	0030				0010	1010828	BGT
5-4-59	0	05114		102	05114	2	227104000		0306	003			0	0		年	1		0		0		0	1.00	60000	60000	60000	60000	60000	0	0	套裝軟體。									0	357	310	0	0003				0010	1010828	BGT
5-5-76	0	05115		102	05115	2	227104000		0306	004			0	0		年	1		0		0		0	1.00	30000	30000	30000	30000	30000	0	0	電腦套裝軟體。								待專案核可	0	355	310	0	0004				0010	1010327	BGT
6-1-139	0	06101		102	06101	2	317104000		0306	003			0	0		年	1		0		0		0	1.00	158200	200000	158200	158200	100000	0	0	電腦套裝軟體等相關費用。									0	357	310	0	0003				0010	1020103	BGT
6-2-84	0	06102		102	06102	2	317104002		0306	002			0	0		年	1		0		0		0	1.00	74100	78000	74100	74100	0	0	0	電腦套裝軟體。								依實核減	0	357	310	0	0002				0010	1011225	BGT
6-3-62	0	06103		102	06103	2	317104000		0306	003			0	0		年	1		0		0		0	1.00	40000	50508	40000	40000	0	0	0	套裝軟體。								依標準編列。神網資訊設備管理系統Console端2套、Adobe Acrovat 10 中文專業版3套、CorelDRAW1套、丹青文件辨識1套。	0	357	310	0	0003				0010	1010814	BGT
6-4-74	0	06104		102	06104	2	347104000		0306	002			0	0		年	1		0		0		0	1.00	332849	350367	332849	332849	351029	0	0	電腦套裝軟體。								依業務需求覈實減列。	0	357	310	0	0002				0010	1011218	BGT
7-1-61	0	07101		102	07101	2	327104000		0306	003			0	0		年	1		0		0		0	1.00	180000	180000	180000	180000	180000	0	0	套裝軟體。										357	310	0	0007				0010	1010828	BGT
7-2-90	0	07102		102	07102	2	317104000		0306	003			0	0		年	1		0		0		0	1.00	156898	168800	156898	156898	158478	0	0	套裝軟體。								核實增列	0	357	310	0	0012				0010	1011212	BGT
7-3-86	0	07103		102	07103	2	337104000		0306	005			0	0		年	1		0		0		0	1.00	180000	180000	180000	180000	180000	0	0	電腦套裝軟體（分批）。									0	357	310	0	0009				0010	1010828	BGT
7-4-122	0	07104		102	07104	2	517104000		0306	003			0	0		年	1		0		0		0	1.00	530100	650000	530100	530100	170000	0	0	電腦套裝軟體。									0	357	310	0	0031				0010	1011224	BGT
7-6-124	0	07106		102	07106	2	317104000		0306	003			0	0		套	1		0		0		0	1.00	300000	300000	300000	300000	370000	0	0	「臺北市人工邊坡安全資訊系統」軟體。								為擴充人工邊坡安全資訊系統，新購買AutoCAD軟體2套，以強化資料圖形數化及分析功能。	0	355	310	0	0004				0010	1010430	BGT
8-1-82	0	08101		102	08101	2	337104000		0306	004			0	0		年	1		0		0		0	1.00	143352	151129	143352	143352	180000	0	0	電腦套裝軟體費用。								覈實減列	0	357	310	0	0004				0010	1011212	BGT
8-3-69	0	08104		102	08104	2	337104000		0306	003			0	0		年	1		0		0		0	1.00	178658	192000	178658	178658	192000	0	0	套裝軟體。										357	310	0	0007				0010	1020221	BGT
8-4-113	0	08105		102	08105	2	337104000		0306	003			0	0		年	1		0		0		0	1.00	178200	180000	178200	178200	180000	0	0	套裝軟體。									0	357	310	0	0005				0010	1011211	BGT
8-5-63	0	08108		102	08108	2	337104000		0306	003			0	0		年	1		0		0		0	1.00	297000	300000	297000	297000	300000	0	0	套裝軟體。									0	357	310	0	0003				0010	1011211	BGT
9-1-195	0	09101		102	09101	2	437104000		0306	003			0	0		年	1		0		0		0	1.00	500000	500000	500000	500000	500000	0	0	套裝軟體。									0	357	310	0	0003				0010	1010329	BGT
9-2-47	0	09102		102	09102	2	437104000		0306	003			0	0		年	1		0		0		0	1.00	64783	71970	64783	64783	64783	0	0	套裝軟體。									0	357	310	0	0003				0010	1010813	BGT
9-4-33	0	09104		102	09104	2	437104000		0306	003			0	0		年	1		0		0		0	1.00	10300	10300	10300	10300	80000	0	0	套裝軟體。								覈實減列	0	357	310	0	0003				0010	1010330	BGT
10-1-88	0	10101		102	10101	2	437104000		0306	004			0	0		年	1		0		0		0	1.00	171493	171493	171493	171493	97328	0	0	套裝軟體。								依實際需求編列	0	357	310	0	0005				0010	1010327	BGT
10-2-63	0	10102		102	10102	2	447104000		0306	003			0	0	0304	年	1		0		0		0	1.00	818938	818938	818938	818938	257686	0	0	套裝軟體。								購買作業系統、虛擬化及資安管控軟體。	0	357	310	0	0004				0010	1010517	BGT
10-3-51	0	10103		102	10103	2	447104001		0306	004			0	0		式	1		0		0		0	1.00	574885	594885	574885	574885	0	0	0	配合多媒體網頁設計班課程內容所需套裝軟體。								依需求增列。	0	357	310	1	0022	0	0	0	0010	1011221	BGT
10-3-51	0	10103		102	10103	2	447104001		0306	005			0	0		式	1		0		0		0	1.00	90000	90000	90000	90000	0	0	0	會計事務-資訊考場建置套裝軟體。								依需求增列。	0	357	310	0	0023	0	0	0	0010	1010718	BGT
10-3-50	0	10103		102	10103	2	447104002		0306	002			0	0		年	1		0		0		0	1.00	765000	765000	765000	765000	698703	0	0	套裝軟體。								依需求增列。	0	357	310	0	0007				0010	1010605	BGT
10-4-46	0	10105		102	10105	2	437104000		0306	004			0	0		年	1		0		0		0	1.00	200867	200867	200867	200867	71724	0	0	套裝軟體。								一般套裝軟體採購等	0	355	310	0	0007				0010	1010508	BGT
10-5-38	0	10106		102	10106	2	447104000		0306	004			0	0		年	1		0		0		0	1.00	14721	14721	14721	14721	0	0	0	套裝軟體。									0	357	310	0	0004	0	0	0	0010	1010703	BGT
11-1-2-31	0	11121		102	11101	2	717104000		0306	001			0	0		年	1		0		0		0	1.00	30000	30000	30000	30000	30000	0	0	套裝軟體。									0	357	310	0	0001				0010	1010503	BGT
11-1-3-31	0	11122		102	11101	2	717104000		0306	001			0	0		年	1		0		0		0	1.00	43921	43921	43921	43921	43921	0	0	套裝軟體。										357	310	0	0001				0010	1010501	BGT
11-1-4-32	0	11123		102	11101	2	717104000		0306	001			0	0		年	1		0		0		0	1.00	30000	30000	30000	30000	30000	0	0	套裝軟體。									0	357	310	0	0001				0010	1010328	BGT
11-1-5-33	0	11124		102	11101	2	717104000		0306	001			0	0		年	1		0		0		0	1.00	30000	30000	30000	30000	30000	0	0	套裝軟體。									0	357	310	0	0001				0010	1010406	BGT
11-1-6-32	0	11125		102	11101	2	717104000		0306	001			0	0		年	1		0		0		0	1.00	30000	30000	30000	30000	30000	0	0	套裝軟體。									0	357	310	0	0001				0010	1010328	BGT
11-1-7-34	0	11126		102	11101	2	717104000		0306	001			0	0		年	1		0		0		0	1.00	30000	30000	30000	30000	30000	0	0	套裝軟體。									0	357	310	0	0001				0010	1010816	BGT
11-1-8-34	0	11127		102	11101	2	717104000		0306	002			0	0		年	1		0		0		0	1.00	53320	53320	53320	53320	53320	0	0	套裝軟體。									0	357	310	0	0002				0010	1010816	BGT
11-1-9-33	0	11128		102	11101	2	717104000		0306	001			0	0		年	1		0		0		0	1.00	30000	30000	30000	30000	30000	0	0	套裝軟體。									0	357	310	0	0001				0010	1010501	BGT
11-1-10-32	0	11129		102	11101	2	717104000		0306	001			0	0		年	1		0		0		0	1.00	30000	30000	30000	30000	30000	0	0	套裝軟體。									0	357	310	0	0001				0010	1010507	BGT
11-1-11-32	0	11130		102	11101	2	717104000		0306	001			0	0		年	1		0		0		0	1.00	31187	31187	31187	31187	31992	0	0	套裝軟體。								覈實減列	0	357	310	0	0001				0010	1010510	BGT
11-1-12-31	0	11131		102	11101	2	717104000		0306	001			0	0		年	1		0		0		0	1.00	16000	16000	16000	16000	16000	0	0	套裝軟體。									0	357	310	0	0001				0010	1010430	BGT
11-1-13-32	0	11132		102	11101	2	717104000		0306	001			0	0		年	1		0		0		0	1.00	60000	60000	60000	60000	60000	0	0	套裝軟體。									0	357	310	0	0001				0010	1010430	BGT
11-1-14-32	0	11133		102	11101	2	717104000		0306	001			0	0		年	1		0		0		0	1.00	30000	30000	30000	30000	30000	0	0	套裝軟體。									0	357	310	0	0001				0010	1010328	BGT
11-1-15-33	0	11134		102	11101	2	717104000		0306	001			0	0		年	1		0		0		0	1.00	30000	30000	30000	30000	30000	0	0	套裝軟體。									0	357	310	0	0001				0010	1010402	BGT
11-1-16-28	0	11141		102	11101	2	717104000		0306	001			0	0		年	1		0		0		0	1.00	30000	30000	30000	30000	30000	0	0	套裝軟體。									0	357	310	0	0001				0010	1010330	BGT
11-1-17-33	0	11142		102	11101	2	717104000		0306	002			0	0		年	1		0		0		0	1.00	128000	128000	128000	128000	128000	0	0	套裝軟體。									0	357	310	0	0001				0010	1010430	BGT
11-1-18-50	0	11143		102	11101	2	717104000		0306	001			0	0		年	1		0		0		0	1.00	118280	118280	118280	118280	118280	0	0	套裝軟體。									0	357	310	0	0001				0010	1010506	BGT
11-1-20-24	0	11145		102	11101	2	717104000		0306	001			0	0		年	1		0		0		0	1.00	17225	17225	17225	17225	17225	0	0	套裝軟體。									0	357	310	0	0001				0010	1010816	BGT
11-1-21-19	0	11146		102	11101	2	717104000		0306	001			0	0		年	1		0		0		0	1.00	11367	11367	11367	11367	11367	0	0	套裝軟體。									0	357	310	0	0001				0010	1010329	BGT
11-1-22-26	0	11147		102	11101	2	717104000		0306	002			0	0		年	1		0		0		0	1.00	10000	10000	10000	10000	10000	0	0	套裝軟體。									0	357	310	0	0002				0010	1010328	BGT
12-1-183	0	12101		102	12101	2	457104000		0306	001			0	0		年	1		0		0		0	1.00	114702	110000	114702	114702	80000	0	0	套裝軟體。									0	357	310	0	0011				0010	1010815	BGT
12-2-25	0	12111		102	12111	2	457104000		0306	003			0	0		年	1		0		0		0	1.00	5540	5540	5540	5540	5540	0	0	套裝軟體。									0	357	310	1	0004				0010	1010813	BGT
12-3-25	0	12112		102	12112	2	457104000		0306	003			0	0		年	1		0		0		0	1.00	2400	2400	2400	2400	2400	0	0	套裝軟體。									0	357	310	1	0003				0010	1010813	BGT
12-4-24	0	12113		102	12113	2	457104000		0306	003			0	0		年	1		0		0		0	1.00	30000	30000	30000	30000	32004	0	0	套裝軟體。								依電腦及其相關設備編列基準審查表覈實編列。	0	357	310	1	0004				0010	1011126	BGT
12-5-23	0	12114		102	12114	2	457104000		0306	003			0	0		年	1		0		0		0	1.00	5000	5000	5000	5000	5000	0	0	套裝軟體。									0	357	310	0	0003				0010	1010814	BGT
12-7-24	0	12116		102	12116	2	457104000		0306	003			0	0		年	1		0		0		0	1.00	3609	3609	3609	3609	3609	0	0	套裝軟體。									0	357	310	0	0004				0010	1010523	BGT
12-8-25	0	12117		102	12117	2	457104000		0306	003			0	0		年	1		0		0		0	1.00	9595	9595	9595	9595	9595	0	0	套裝軟體。								依電腦及其相關設備編列基準審查表覈實編列。	0	357	310	1	0003				0010	1011126	BGT
12-9-22	0	12118		102	12118	2	457104000		0306	003			0	0		年	1		0		0		0	1.00	8000	8000	8000	8000	0	0	0	套裝軟體。								依業務需要覈實增列。	0	357	310	1	0004				0010	1010328	BGT
12-10-23	0	12119		102	12119	2	457104000		0306	003			0	0		年	1		0		0		0	1.00	13636	13636	13636	13636	17136	0	0	套裝軟體。								依標準編列	0	357	310	1	0004				0010	1010814	BGT
12-11-24	0	12120		102	12120	2	457104000		0306	003			0	0		年	1		0		0		0	1.00	6000	10000	6000	6000	10000	0	0	套裝軟體。								覈實編列	0	357	310	0	0003				0010	1010814	BGT
12-12-23	0	12121		102	12121	2	457104000		0306	003			0	0		年	1		0		0		0	1.00	24000	24000	24000	24000	24000	0	0	套裝軟體。									0	357	310	0	0003				0010	1010523	BGT
12-13-22	0	12122		102	12122	2	457104000		0306	003			0	0		年	1		0		0		0	1.00	10000	10000	10000	10000	10000	0	0	套裝軟體。									0	357	310	0	0003				0010	1010814	BGT
13-1-229	0	13101		102	13101	2	527104000		0306	002			0	0		年	1		0		0		0	1.00	63000	63000	63000	63000	0	0	0	套裝軟體(資訊小組)。									0	357	310	0	0016				0010	1010813	BGT
13-2-35	0	13102		102	13102	2	527104000		0306	003			0	0		年	1		0		0		0	1.00	148465	148465	148465	148465	180000	0	0	套裝軟體。								核實編列。	0	357	310	0	0003				0010	1010426	BGT
13-3-52	0	13103		102	13103	2	527104000		0306	004			0	0		年	1		0		0		0	1.00	45975	45975	45975	45975	45975	0	0	套裝軟體。									0	357	310	0	0003				0010	1010828	BGT
13-4-52	0	13104		102	13104	2	527104000		0306	003			0	0		年	1		0		0		0	1.00	40800	40800	40800	40800	40800	0	0	套裝軟體。									0	357	310	0	0006				0010	1010501	BGT
13-5-57	0	13105		102	13105	2	527104000		0306	003			0	0		年	1		0		0		0	1.00	60000	60000	60000	60000	60000	0	0	套裝軟體。									0	357	310	0	0003				0010	1010502	BGT
14-1-76	0	14101		102	14101	2	347104000		0306	003			0	0		年	1		0		0		0	1.00	299682	495114	299682	299682	281121	0	0	套裝軟體。　　　　　　　　　　　　　　　　　　　　　　　								核實增列	0	357	310	0	0003				0010	1010828	BGT
14-2-32	0	14102		102	14102	2	347104000		0306	003			0	0		年	1		0		0		0	1.00	158378	158378	158378	158378	110000	0	0	套裝軟體。									0	357	310	0	0004				0010	1010828	BGT
14-3-93	0	14103		102	14103	2	327104000		0306	003			0	0		年	1		0		0		0	1.00	600000	600000	600000	600000	550000	0	0	套裝軟體。								核實增列	0	357	310	0	0003				0010	1010828	BGT
15-1-109	0	15101		102	15101	2	227104000		0306	003			0	0		年	1		0		0		0	1.00	10000	48920	10000	10000	91807	0	0	套裝軟體。									0	357	310	0	0005				0010	1010828	BGT
15-1-109	0	15101		102	15101	2	227104000		0306	008			0	0		年	1		0		0		0	1.00	244897	244897	244897	244897	0	0	0	臺北二二八紀念館圖書管理系統。									0	357	310	0	0008	0	0	0	0010	1010828	BGT
15-3-33	0	15103		102	15103	2	227104000		0306	003			0	0		年	1		0		0		0	1.00	14720	14720	14720	14720	10218	0	0	電腦套裝軟體。								專案計畫	0	357	310	0	0003				0010	1010504	BGT
15-4-66	0	15104		102	15104	2	227104000		0306	003			0	0		年	1		0		0		0	1.00	211023	233000	211023	211023	144123	0	0	套裝軟體。									0	357	310	0	0003				0010	1010828	BGT
15-5-34	0	15105		102	15105	2	227104000		0306	004			0	0		年	1		0		0		0	1.00	103047	103047	103047	103047	55000	0	0	電腦套裝軟體。								業務所需	0	357	310	0	0004				0010	1010828	BGT
15-6-42	0	15106		102	15106	2	227104000		0306	003			0	0		年	1		0		0		0	1.00	30500	30500	30500	30500	30500	0	0	電腦套裝軟體。									0	357	310	0	0003				0010	1010828	BGT
15-7-58	0	15107		102	15107	2	227104000		0306	002			0	0		年	1		0		0		0	1.00	80000	80000	80000	80000	80000	0	0	電腦套裝軟體費。								專案審查小組減列	0	357	310	0	0002				0010	1010510	BGT
16-1-158	0	16101		102	16101	2	137104700		0306	004			0	0		式	1		0		0		0	1.00	1512877	1534016	1512877	1512877	0	0	0	套裝軟體（分批辦理採購）。								電腦專案	0	357	310	0	0055				0010	1010711	BGT
17-1-61	0	17101		102	17101	2	327104000		0306	004			0	0		年	1		0		0		0	1.00	159000	159000	159000	159000	0	0	0	套裝軟體(分批辦理招標)。									0	357	310	0	0013	0	0	0	0010	1020221	BGT
18-1-111	0	18111		102	18111	2	347104000		0306	003			0	0		年	1		0		0		0	1.00	120054	167128	120054	120054	88453	0	0	套裝軟體。								依業務需求，購置電腦備份軟體程式，覈實增列。	0	357	310	0	0003				0010	1010814	BGT
19-1-81	0	19101		102	19101	2	137104000		0306	004			0	0		年	1		0		0		0	1.00	396000	396000	396000	396000	396000	0	0	套裝軟體。									0	357	310	0	0003				0010	1010408	BGT
19-2-41	0	19102		102	19102	2	137104000		0306	003			0	0		年	1		0		0		0	1.00	80000	80000	80000	80000	150000	0	0	套裝軟體。								為管理本總隊網路流量、個人電腦資產需購置網管軟體。	0	357	310	0	0004				0010	1010815	BGT
19-3-44	0	19111		102	19111	2	137104000		0306	004			0	0		年	1		0		0		0	1.00	700762	731675	700762	700762	227387	0	0	套裝軟體。								依業務需要核實編列	0	357	310	1	0003				0010	1020102	BGT
19-4-45	0	19112		102	19112	2	137104000		0306	003			0	0		年	1		0		0		0	1.00	175364	197476	175364	175364	181956	0	0	套裝軟體。								業務需要	0	357	310	1	0004				0010	1011224	BGT
19-5-45	0	19113		102	19113	2	137104000		0306	003			0	0		年	1		0		0		0	1.00	242856	242856	242856	242856	259696	0	0	套裝軟體。								依業務需要核實編列。	0	357	310	1	0003				0010	1010814	BGT
19-6-46	0	19114		102	19114	2	137104000		0306	004			0	0		年	1		0		0		0	1.00	180802	200322	180802	180802	87596	0	0	套裝軟體。								依業務需要覈實編列。	0	357	310	1	0004				0010	1020103	BGT
19-7-45	0	19115		102	19115	2	137104000		0306	004			0	0		年	1		0		0		0	1.00	186633	210092	186633	186633	152669	0	0	套裝軟體。									0	357	310	0	0003				0010	1020102	BGT
19-8-44	0	19116		102	19116	2	137104000		0306	004			0	0		年	1		0		0		0	1.00	132232	157175	132232	132232	126690	0	0	套裝軟體。									0	357	310	0	0004				0010	1011222	BGT
20-1-76	0	20101		102	20101	2	137104000		0306	002			0	0		年	1		0		0		0	1.00	60171	88280	60171	60171	111325	0	0	更新及新購套裝軟體。								購置套裝軟體(Ad-Aware 專業版5人授權版20套、Adobe Acrobat 10 專業 中文/英文 升級版授權雙人包、Adobe Dreamweaver CS5.5 中文/英文升級版授權及Adobe Illustrator CS5 中文/英文升級版授權等)。	0	357	310	0	0002				0010	1011221	BGT
23-1-55	0	23101		102	23101	2	127104004		0306	005			0	0		年	1		0		0		0	1.00	380000	400000	380000	380000	400000	0	0	套裝軟體。									0	357	310	0	0007				0010	1020104	BGT
24-1-58	0	24101		102	24101	2	127104000		0306	002			0	0		年	1		0		0		0	1.00	80000	60000	80000	80000	20000	0	0	套裝軟體。									0	357	310	0	0002				0010	1020107	BGT
