bgtyy	srcid	obj	srcna	srcbr	src0	src1	src12	src2	src3	src0g	src2g	org	acod	sysdat	usno
105	100301		地方政府配合款	地方政府配合款											
105	110000		租稅增額收入	租稅增額收入											
105	110100		租稅增額收入	租稅增額收入											
105	110101		租稅增額收入	租稅增額收入											
106	010000		稅課收入	稅課收入	01									0960805	BGT
106	010100		遺產及贈與稅	遺產及贈與稅	01										
106	010101		遺產稅	遺產稅	01										
106	010102		贈與稅	贈與稅	01										
106	010200		印花稅	印花稅	01										
106	010201		印花稅	印花稅	01										
106	010300		使用牌照稅	使用牌照稅	01										
106	010301		使用牌照稅	使用牌照稅	01										
106	010400		土地稅	土地稅	01										
106	010401		地價稅	地價稅	01										
106	010402		土地增值稅	土地增值稅	01										
106	010403		田賦	田賦	01										
106	010500		房屋稅	房屋稅	01										
106	010501		房屋稅	房屋稅	01										
106	010600		契稅	契稅	01										
106	010601		契稅	契稅	01										
106	010700		娛樂稅	娛樂稅	01										
106	010701		娛樂稅	娛樂稅	01										
106	010800		九年國民教育附徵教育經費	九年國民教育附徵教育經費	01										
106	010801		房屋稅附徵	房屋稅附徵	01										
106	010802		娛樂稅附徵	娛樂稅附徵	01										
106	010900		統籌分配稅	統籌分配稅	01										
106	010901		統籌分配稅	統籌分配稅	01										
106	011000		菸酒稅	菸酒稅	01										
106	011001		菸酒稅	菸酒稅	01										
106	020000		工程受益費收入	工程受益費收入	02									0960805	BGT
106	020100		工程受益費收入	工程受益費收入	02										
106	020101		道路溝渠	道路溝渠	02										
106	020102		堤防	堤防	02										
106	020103		碼頭港口	碼頭港口	02										
106	020104		其他土地改良	其他土地改良	02										
106	030000		罰款及賠償收入	罰款及賠償收入	03									0960805	BGT
106	030100		罰金罰鍰及怠金	罰金罰鍰及怠金	03										
106	030101		罰金罰鍰	罰金罰鍰	03										
106	030102		怠金	怠金	03										
106	030200		沒入及沒收財物	沒入及沒收財物	03										
106	030201		沒入金	沒入金	03										
106	030202		沒收物變價	沒收物變價	03										
106	030300		賠償收入	賠償收入	03										
106	030301		一般賠償收入	一般賠償收入	03										
106	030302		賠償求償收入	賠償求償收入	03										
106	040000		規費收入	規費收入											
106	040100		行政規費收入	行政規費收入											
106	040101		審查費	審查費											
106	040102		證照費	證照費											
106	040103		登記費	登記費											
106	040104		考試報名費	考試報名費											
106	040105		許可費	許可費											
106	040106		都市計畫變更回饋金	都市計畫變更回饋金											
106	040107		停車空間代金	停車空間代金											
106	040200		使用規費收入	使用規費收入											
106	040201		汽車燃料使用費	汽車燃料使用費											
106	040202		場地設施使用費	場地設施使用費											
106	040203		資料使用費	資料使用費											
106	040204		通行費	通行費											
106	040206		供應費	供應費											
106	040207		服務費	服務費											
106	040208		道路使用費	道路使用費											
106	050000		信託管理收入	信託管理收入											
106	050100		信託管理收入	信託管理收入											
106	050101		信託管理收入	信託管理收入											
106	050200		挖掘道路修復收入	挖掘道路修復收入											
106	050201		挖掘道路修復收入	挖掘道路修復收入											
106	050400		共同管道管理收入	共同管道管理收入											
106	050401		共同管道管理收入	共同管道管理收入											
106	060000		財產收入	財產收入											
106	060100		財產孳息	財產孳息				00						0990108	BGT
106	060101		利息收入	利息收入				00	01					0990108	BGT
106	060102		地租	地租				00							
106	060103		土地以外不動產租金	土地以外不動產租金				00							
106	060104		動產租金	動產租金				00							
106	060105		權利金	權利金				00							
106	060200		財產售價	財產售價				00						0990108	BGT
106	060202		土地售價	土地售價				00							
106	060203		土地以外不動產售價	土地以外不動產售價				00							
106	060204		水電售價	水電售價				00							
106	060205		動產售價	動產售價				00							
106	060300		投資收回	投資收回											
106	060301		營業資本收回	營業資本收回											
106	060302		非營業特種基金收回	非營業特種基金收回											
106	060303		投資資本收回	投資資本收回											
106	060400		廢舊物資售價	廢舊物資售價											
106	060401		廢舊物資售價	廢舊物資售價											
106	070000		營業盈餘及事業收入	營業盈餘及事業收入											
106	070100		營業基金盈餘繳庫	營業基金盈餘繳庫											
106	070101		股息紅利繳庫	股息紅利繳庫											
106	070102		盈餘轉增資	盈餘轉增資											
106	070200		非營業特種基金賸餘繳庫	非營業特種基金賸餘繳庫											
106	070201		賸餘繳庫	賸餘繳庫											
106	070202		作業賸餘撥充基金	作業賸餘撥充基金											
106	070300		投資收益	投資收益											
106	070301		投資股息紅利	投資股息紅利											
106	070302		股票買賣差價	股票買賣差價											
106	080000		補助收入	補助收入											
106	080100		上級政府補助收入	上級政府補助收入											
106	080101		一般性補助收入	一般性補助收入											
106	080102		計畫型補助收入	計畫型補助收入										0911123	BGT
106	090000		捐獻及贈與收入	捐獻及贈與收入											
106	090100		捐獻收入	捐獻收入											
106	090101		捐獻收入	捐獻收入											
106	100000		其他收入	其他收入											
106	100100		學雜費收入	學雜費收入											
106	100101		學雜費收入	學雜費收入											
106	100200		雜項收入	雜項收入											
106	100201		收回以前年度歲出	收回以前年度歲出					02					0930812	BGT
106	100202		其他雜項收入	其他雜項收入											
106	100203		有線廣播電視事業收入	有線廣播電視事業收入											
106	100204		廢棄物清理費	廢棄物清理費											
106	100300		其他收入	其他收入											
106	100301		地方政府配合款	地方政府配合款											
106	110000		租稅增額收入	租稅增額收入											
106	110100		租稅增額收入	租稅增額收入											
106	110101		租稅增額收入	租稅增額收入											
