pageno	times	org1	pdept	bgtyy	org	item	srcid	workid	obj	seq	sexual	sextitle	sexamt	sexlamt	stdcd	una1	cqty1	una2	cqty2	una3	cqty3	una4	cqty4	pqty	prc	preamt	amt	lawamt	lamt	amt1	amt2	note	udept	ocd1	ocd2	mcd	acd	kort	eno	pmnote	bystd	statcd	bybase	newitem	sno	hticode	pticode	mticode	sysdat	usno
6-2-80	0	06102		101	06102	2	317104002		0307	010			0	0		人	2		0		0		0	2.00	1200	2400	2400	2400	0	0	0									2位資訊人員，每位1200元	0	360	310	0	0005				1000822	BGT
6-3-59	0	06103		101	06103	2	317104000		0307	001			0	0		年	1		0		0		0	1.00	2400	2400	2400	2400	0	0	0										0	360	310	0	0005				1000427	BGT
6-4-73	0	06104		101	06104	2	347104000		0307	001			0	0		年	1		0		0		0	1.00	16800	16800	16800	16800	16800	0	0										0	360	310	0	0003				1000526	BGT
6-5-121	0	06105		101	06105	2	317104000		0307	001			0	0		年	1		0		0		0	1.00	1200	4000	1200	1200	0	0	0									考量業務需求，依據本市電腦及相關設備編列基準新增。	0	360	310	1	0004	0	0	0	1000719	BGT
7-1-63	0	07101		101	07101	2	327104000		0307	001			0	0		年	1		0		0		0		22800	22800	22800	22800	22800	0	0											360	310	0	0009				1000406	BGT
7-2-86	0	07102		101	07102	2	317104000		0307	001			0	0	0311	年	1		0		0		0	1.00	12000	12000	12000	12000	19000	0	0									核實減列	1	360	310	0	0008				1000429	BGT
7-3-86	0	07103		101	07103	2	337104000		0307	001			0	0		年	1		0		0		0		21600	21600	21600	21600	21600	0	0										0	360	310	0	0020				1000110	BGT
7-4-124	0	07104		101	07104	2	517104000		0307	001			0	0		年	1		0		0		0	1.00	6000	16800	6000	6000	6000	0	0									12,000+4*1,200	0	360	310	0	0024				1000708	BGT
7-5-105	0	07105		101	07105	2	527104000		0307	001			0	0	0311	年	1		0		0		0		16800	16800	16800	16800	16800	0	0										0	360	310	0	0004				1000313	BGT
8-1-76	0	08101		101	08101	2	337104000		0307	001			0	0		年	1		0		0		0		24000	24000	24000	24000	24000	0	0										0	360	310	0	0005				1000301	BGT
8-3-44	0	08103		101	08103	2	337104000		0307	001			0	0		年	1		0		0		0	1.00	15600	15600	15600	15600	0	0	0									依編列基準編列		360	310	1	0003				1000822	BGT
8-4-63	0	08104		101	08104	2	337104000		0307	007			0	0		年	1		0		0		0	1.00	4800	4800	4800	4800	0	0	0									依編審要點編列(4人*1,200元)	0	360	310	1	0006				1000412	BGT
8-5-118	0	08105		101	08105	2	337104000		0307	001			0	0		年	1		0		0		0	1.00	3600	12000	3600	3600	2400	0	0									依101年各機關購置電腦及其相關設備編列基準審查表編列，設置有資訊單位編制之機關得列基本費用12,000元。		360	310	0	0010				1000729	BGT
8-6-65	0	08108		101	08108	2	337104000		0307	001			0	0		年	1		0		0		0		10000	10000	10000	10000	10000	0	0											360	310	0	0006				1000218	BGT
9-1-190	0	09101		101	09101	2	437104000		0307	001			0	0		年	1		0		0		0	1.00	10000	10000	10000	10000	10000	0	0										0	360	310	0	0009				1000509	BGT
9-2-48	0	09102		101	09102	2	437104000		0307	001			0	0		年	1		0		0		0		1200	1200	1200	1200	1200	0	0										0	360	310	0	0004				1000224	BGT
10-1-94	0	10101		101	10101	2	437104000		0307	001			0	0	0311	年	1		0		0		0	1.00	2328	2328	2328	2328	2328	0	0										0	360	310	0	0006				1000403	BGT
10-4-38	0	10104		101	10104	2	437104000		0307	001			0	0		年	1		0		0		0	1.00	1200	1200	1200	1200	0	0	0									資訊人員1人*1,200元編列		360	310	0	0007	0	0	0	1000320	BGT
11-1-1-108	0	11111		101	11101	2	717104000		0307	002			0	0		年	1		0		0		0	1.00	43200	43200	43200	43200	44400	0	0									編制內資訊人員少1人，覈實減列。	0	360	310	0	0011				1000408	BGT
11-1-2-31	0	11121		101	11101	2	717104000		0307	001			0	0		年	1		0		0		0		15600	15600	15600	15600	15600	0	0										0	360	310	0	0003				1000318	BGT
11-1-3-31	0	11122		101	11101	2	717104000		0307	001			0	0		年	1		0		0		0		15600	15600	15600	15600	15600	0	0											360	310	0	0003				1000330	BGT
11-1-4-32	0	11123		101	11101	2	717104000		0307	001			0	0		年	1		0		0		0		15600	15600	15600	15600	15600	0	0										0	360	310	0	0003				1000321	BGT
11-1-5-34	0	11124		101	11101	2	717104000		0307	002			0	0		年	1		0		0		0	1.00	16800	71878	16800	16800	16800	0	0										0	361	260	0	0002				1000808	BGT
11-1-6-34	0	11125		101	11101	2	717104000		0307	001			0	0		年	1		0		0		0		15600	15600	15600	15600	15600	0	0										0	360	310	0	0003				1000310	BGT
11-1-7-35	0	11126		101	11101	2	717104000		0307	001			0	0		年	1		0		0		0	1.00	15600	3600	15600	15600	3600	0	0										0	360	310	0	0003				1000808	BGT
11-1-8-34	0	11127		101	11101	2	717104000		0307	001			0	0	0311	年	1		0		0		0	1.00	15600	15600	15600	15600	15600	0	0									依標準編列。	0	360	310	0	0003				1000328	BGT
11-1-9-33	0	11128		101	11101	2	717104000		0307	001			0	0		年	1		0		0		0	1.00	14400	14400	14400	14400	14400	0	0										0	360	310	0	0003				1000321	BGT
11-1-10-30	0	11129		101	11101	2	717104000		0307	001			0	0		年	1		0		0		0		14400	14400	14400	14400	14400	0	0											360	260	0	0003				1000322	BGT
11-1-11-33	0	11130		101	11101	2	717104000		0307	001			0	0		年	1		0		0		0		15600	15600	15600	15600	15600	0	0											360	310	0	0003				1000323	BGT
11-1-13-32	0	11132		101	11101	2	717104000		0307	001			0	0		年	1		0		0		0		9500	9500	9500	9500	9500	0	0											360	310	0	0003				1000311	BGT
11-1-14-32	0	11133		101	11101	2	717104000		0307	001			0	0		年	1		0		0		0	1.00	15600	15600	15600	15600	916880	0	0										0	360	310	0	0003				1000317	BGT
11-1-15-32	0	11134		101	11101	2	717104000		0307	001			0	0		年	1		0		0		0	1.00	15600	15600	15600	15600	1690463	0	0										0	360	310	0	0002				1000329	BGT
11-1-16-28	0	11141		101	11101	2	717104000		0307	002			0	0		年	1		0		0		0		15600	15600	15600	15600	15600	0	0										0	360	310	0	0003				1000311	BGT
11-1-17-33	0	11142		101	11101	2	717104000		0307	001			0	0		年	1		0		0		0	1.00	18000	18000	18000	18000	13200	0	0									依標準核實增列。	0	360	310	0	0005				1000328	BGT
11-1-18-51	0	11143		101	11101	2	717104000		0307	001			0	0		年	1		0		0		0		13200	13200	13200	13200	13200	0	0										0	360	310	0	0003				1000310	BGT
11-1-21-19	0	11146		101	11101	2	717104000		0307	009			0	0		年	1		0		0		0	1.00	6000	6000	6000	6000	6000	0	0										0	360	310	0	0003				1000321	BGT
12-1-178	0	12101		101	12101	2	457104000		0307	001			0	0	0311	年	1		0		0		0		19200	19200	19200	19200	19200	0	0										0	360	310	0	0027				1000211	BGT
12-2-22	0	12111		101	12111	2	457104000		0307	001			0	0		年	1		0		0		0		4500	4500	4500	4500	4500	0	0										0	360	310	1	0005				1000329	BGT
12-8-23	0	12117		101	12117	2	457104000		0307	001			0	0		年	1		0		0		0	1.00	4800	4800	4800	4800	4800	0	0									依業務需要覈實編列。	0	360	310	0	0005				1000410	BGT
13-1-234	0	13101		101	13101	2	527104000		0307	001			0	0		式	1		0		0		0	1.00	2000	2000	2000	2000	0	0	0										0	360	310	0	0016				1000418	BGT
13-2-32	0	13102		101	13102	2	527104000		0307	001			0	0		年	1		0		0		0	1.00	3600	3600	3600	3600	3600	0	0									在額度內編列	0	360	310	0	0004				1000428	BGT
13-3-52	0	13103		101	13103	2	527104000		0307	001			0	0		年	1		0		0		0		2823	2823	2823	2823	2823	0	0										0	360	310	0	0009				1000318	BGT
13-4-53	0	13104		101	13104	2	527104000		0307	001			0	0		年	1		0		0		0	1.00	2400	2400	2400	2400	2400	0	0										0	360	310	0	0009				1000512	BGT
13-5-60	0	13105		101	13105	2	527104000		0307	001			0	0		年	1		0		0		0	1.00	7400	7400	7400	7400	7400	0	0										0	360	310	0	0006				1000512	BGT
14-1-76	0	14101		101	14101	2	347104000		0307	001			0	0		年	1		0		0		0	1.00	10302	10302	10302	10302	10914	0	0									核實減列	0	360	310	0	0007				1000407	BGT
14-2-33	0	14102		101	14102	2	347104000		0307	001			0	0		年	1		0		0		0		1200	1200	1200	1200	1200	0	0										0	360	310	0	0005				1000330	BGT
14-3-90	0	14103		101	14103	2	327104000		0307	001			0	0		年	1		0		0		0	1.00	25200	25200	25200	25200	25200	0	0									核實編列。	0	360	310	0	0011				1000328	BGT
16-1-159	0	16101		101	16101	2	137104700		0307	001			0	0		年	1		0		0		0	1.00	20400	20400	20400	20400	20400	0	0									專案	0	360	310	0	0060				1000508	BGT
18-1-117	0	18111		101	18111	2	347104000		0307	001			0	0	0311	年	1		0		0		0		18000	18000	18000	18000	18000	0	0										0	360	310	0	0005				1000328	BGT
19-1-84	0	19101		101	19101	2	137104000		0307	001			0	0		年	1		0		0		0	1.00	12000	12000	12000	12000	25200	0	0									依業務需要核實編列。	0	360	310	0	0006				1000415	BGT
19-2-41	0	19102		101	19102	2	137104000		0307	001			0	0		年	1		0		0		0	1.00	3600	3600	3600	3600	3600	0	0										0	360	310	0	0004				1000512	BGT
19-3-42	0	19111		101	19111	2	137104000		0307	001			0	0		年	1		0		0		0		3600	3600	3600	3600	3600	0	0									依業務需要核實編列	0	360	310	1	0005				1000505	BGT
19-4-45	0	19112		101	19112	2	137104000		0307	001			0	0		年	1		0		0		0		3600	3600	3600	3600	3600	0	0									依標準編	0	360	310	1	0006				1000506	BGT
19-5-43	0	19113		101	19113	2	137104000		0307	001			0	0		年	1		0		0		0	1.00	3600	3600	3600	3600	3600	0	0										0	360	310	1	0008				1000511	BGT
19-6-45	0	19114		101	19114	2	137104000		0307	001			0	0		年	1		0		0		0		3600	3600	3600	3600	3600	0	0										0	360	310	1	0007				1000318	BGT
19-7-44	0	19115		101	19115	2	137104000		0307	001			0	0		年	1		0		0		0	1.00	3600	3600	3600	3600	3600	0	0										0	360	310	1	0005				1000502	BGT
19-8-43	0	19116		101	19116	2	137104000		0307	001			0	0		年	1		0		0		0		3600	3600	3600	3600	3600	0	0										0	360	310	1	0006				1000427	BGT
20-1-74	0	20101		101	20101	2	137104000		0307	001			0	0		年	1		0		0		0	1.00	2400	2400	2400	2400	2400	0	0										0	360	310	0	0005				1000511	BGT
