pageno	times	org1	pdept	bgtyy	org	item	srcid	workid	obj	seq	sexual	sextitle	sexamt	sexlamt	stdcd	una1	cqty1	una2	cqty2	una3	cqty3	una4	cqty4	pqty	prc	preamt	amt	lawamt	lamt	amt1	amt2	note	udept	ocd1	ocd2	mcd	acd	kort	eno	pmnote	bystd	statcd	bybase	newitem	sno	hticode	pticode	mticode	sysdat	usno
5-3-61	0	05113		101	05113	1	220201038		0232	002			0	0		人	2	月	5		0		0	2.00×5.00	3264	32640	32640	32640	0	0	0										0	292	330	1	0111	0	0	0	1000808	BGT
5-3-126	0	05113		101	05113	2	227104000		0304	037			0	0		式	1		0		0		0	1.00	16000	16000	16000	16000	0	0	0											345	330	0	0005	0	0	0	1000822	BGT
5-3-126	0	05113		101	05113	2	227104000		0304	038			0	0		式	1		0		0		0	1.00	49000	49000	49000	49000	0	0	0											345	330	0	0006	0	0	0	1000822	BGT
5-6-115	0	05116		101	05116	1	220204005		0216	002			0	0		案	1		0		0		0	1.00	1000000	1907000	1000000	1000000	0	0	0										0	254	330	1	0029				1000803	BGT
6-1-84	0	06101		101	06101	1	320201003		0216	006	'		0	0		年	1		0		0		0	1.00	900000	900000	900000	900000	0	0	0									盤點本市會展產業發展資源，並規劃推動策略與輔導措施，提升本市會展產業競爭力	0	254	330	1	0030	0	0	0	1000721	BGT
6-1-86	0	06101		101	06101	1	320201004		0216	004			0	0		年	1		0		0		0	1.00	1500000	1700000	1500000	1500000	0	0	0									五都成型後，臺北市不再獨大享有國家資源，未來城市間的發展及資源分配，將更競爭激烈，相關國內外情勢變化對本市之影響，應更深入的探討與瞭解，以研擬因應措施，強化本市的競爭力	0	254	330	1	0043	0	0	0	1001128	BGT
6-1-86	0	06101		101	06101	1	320201004	001	0216	001			0	0		年	1		0		0		0	1.00	1800000	2000000	1800000	1800000	0	0	0									研擬綠能產品應用推廣策略，帶動本市綠能產品消費與綠能產業發展，並打造本市為綠能應用示範城市	0	254	330	1	0044	0	0	0	1001128	BGT
7-2-71	0	07102		101	07102	1	310201003		0216	002			0	0		式	1		0		0		0	1.00	839860	857000	839860	839860	0	0	0									核實增列	0	253	330	1	0165	0	0	0	1001226	BGT
7-4-102	0	07104		101	07104	1	510201006		0220	006			0	0		年	1		0		0		0	1.00	104000	93500	104000	104000	51000	0	0									覈實增列	0	272	330	0	0281				1000804	BGT
7-5-63	0	07105		101	07105	1	520201002		0216	001			0	0		式	1		0		0		0	1.00	816340	833000	816340	816340	0	0	0									新增	0	253	330	1	0019	0	0	0	1010102	BGT
8-1-44	0	08101		101	08101	1	330201002		0216	003			0	0		式	1		0		0		0	1.00	2000000	2000000	2000000	2000000	2700000	0	0									延續100年度第一期計畫辦理士林北投科技園區交通規劃		253	330	0	0012				1000318	BGT
8-1-44	0	08101		101	08101	1	330201002		0216	004			0	0		式	1		0		0		0	1.00	3000000	3000000	3000000	3000000	0	0	0									交通部規劃101年高速公路將實施行駛里程收費，預期將使部分車輛轉移使用地區道路以節省過路費，對地區道路將產生衝擊，爰實需瞭解高速公路車流移轉情形，以預為擬定因應對策。		253	330	1	0013	0	0	0	1000318	BGT
9-1-139	0	09101		101	09101	1	430701002		0216	007			0	0		年	1		0		0		0	1.00	725000	771750	725000	725000	0	0	0									新增項目。	0	253	330	1	0019	0	0	0	1000718	BGT
15-1-81	0	15101		101	15101	1	220401008		0216	001			0	0		項	1		0		0		0	1.00	700000	965800	700000	700000	0	0	0										0	253	330	1	0072				1000808	BGT
15-1-78	0	15101		101	15101	1	220401026		0216	001			0	0		項	1		0		0		0	1.00	750000	804000	750000	750000	0	0	0										0	253	330	1	0050				1000808	BGT
15-3-25	0	15103		101	15103	1	220202005		0216	001			0	0		年	1		0		0		0	1.00	750000	938600	750000	750000	1200000	0	0									業務需要		254	330	1	0026				1000822	BGT
16-1-89	0	16101		101	16101	1	130203200		0216	001			0	0		式	1		0		0		0	1.00	900000	900000	900000	900000	0	0	0									專案	0	253	330	1	0018	0	0	0	1000804	BGT
17-1-44	0	17101		101	17101	1	320201003		0216	006			0	0		年	1		0		0		0	1.00	800000	1900000	800000	800000	0	0	0									核實編列。	0	253	330	1	0038	0	0	0	1000803	BGT
17-1-44	0	17101		101	17101	1	320201003		0216	007			0	0		年	1		0		0		0	1.00	900000	1750000	900000	900000	0	0	0									核實編列。	0	253	330	1	0039	0	0	0	1000809	BGT
17-1-44	0	17101		101	17101	1	320201003		0216	008			0	0		年	1		0		0		0	1.00	950000	970000	950000	950000	0	0	0									核實編列。	0	253	330	1	0040	0	0	0	1000803	BGT
18-2-22	0	18112		101	18112	1	220201020		0216	001			0	0		年	1		0		0		0	1.00	700000	700000	700000	700000	0	0	0									每兩年針對廣播聽眾進行收聽調查，作為規劃及調整節目走向之參考。	0	252	330	1	0026	0	0	0	1000502	BGT
